timestamp,employer,job_title,year_employer,year_exp,base_pay,signing_bonus,annaul_bonus,annual_stock,sex
"3/21/2016 14:09:59","","Associate System Admin",1,4,59000,0,5,0,"Male"
"3/21/2016 14:10:00","DirecTV","Software Engineer",2,2,80000,0,0,0,"Male"
"3/21/2016 14:10:02","DigitalOcean, Inc.","SRE",2,10,173000,25000,5000,0,"Male"
"3/21/2016 14:10:03","","IT Consultant",7,12,79000,0,0,0,"Male"
"3/21/2016 14:10:03","B2B","Senior Developer",11,14,110000,0,0,0,"Male"
"3/21/2016 14:10:06","","Senior Software Engineer",1,10,170000,10000,30000,0,"Male"
"3/21/2016 14:10:11","Facebook","Software Engineer",1,2,105000,75000,10000,40000,""
"3/21/2016 14:10:16","Stealth Startup","Developer",0,10,46000,0,0,0,"Male"
"3/21/2016 14:10:23","Shoretel","Developer",4,8,80000,0,8000,0,"Male"
"3/21/2016 14:10:25","IBM","Front End Engineer",1,4,90000,2000,500,0,"Male"
"3/21/2016 14:10:30","Johns Hopkins","PhD Student",4,2,24000,0,0,0,"Male"
"3/21/2016 14:10:33","Logmein","Senior Software Engineer",2,4,110000,0,0,0,"Male"
"3/21/2016 14:10:37","","Customer Success",2,3,64000,0,12000,0,"Male"
"3/21/2016 14:10:38","","Production engineer",1,7,60000,0,20000,15000,"Male"
"3/21/2016 14:10:50","","Sales Manager",12,12,60000,0,60000,10000,"Male"
"3/21/2016 14:10:52","Google","Software Engineer II (Level 3)",1,4,117500,0,18000,45000,"Male"
"3/21/2016 14:10:52","Startup","Sr. Ops Analyst",15,2,70000,0,0,0,"Male"
"3/21/2016 14:10:58","Twitter","Software Engineer",1,3,140000,0,0,50000,"Male"
"3/21/2016 14:10:59","","Analytics Developer",0,1,88000,0,10000,11000,"Male"
"3/21/2016 14:11:08","","Data Scientist",0,0,125000,10000,0,0,"Male"
"3/21/2016 14:11:11","","Operations Engineer",3,5,85000,0,0,0,"Male"
"3/21/2016 14:11:12","Self","Telecom Engineering Consultant",20,22,200000,0,0,0,"Male"
"3/21/2016 14:11:21","Audible","SDE 2",3,3,120000,15000,0,40000,"Male"
"3/21/2016 14:11:22","Amundi","IT Engineer",0,2,47000,0,0,0,"Male"
"3/21/2016 14:11:23","","Product Specialist, Sr",3,12,136000,0,12000,0,"Male"
"3/21/2016 14:11:31","","Product Manager",2,15,175000,20000,20000,15000,"Male"
"3/21/2016 14:11:40","Facebook","Software Engineer",2,12,198000,25000,40000,100000,"Male"
"3/21/2016 14:11:40","--","Infrastructure Engineer",0,10,188000,0,0,0,"Male"
"3/21/2016 14:11:43","-","Senior Software Engineer",1,15,115000,0,0,0,"Male"
"3/21/2016 14:11:44","Workday","Summer Intern",0,0,32,0,0,0,"Male"
"3/21/2016 14:11:44","Civil Engineering Company","Project Manager E.I",5,5,65000,0,0,0,"Male"
"3/21/2016 14:11:50","L-mobile Software Solutions GmbH","Software Engineer",4,6,40000,0,0,0,"Male"
"3/21/2016 14:11:50","","Ruby on Rails Developer",15,15,30000,0,0,0,"Male"
"3/21/2016 14:11:53","","Solution Architect",11,13,100000,0,0,0,"Male"
"3/21/2016 14:11:55","","Software Engineer II",3,3,82500,0,0,0,"Male"
"3/21/2016 14:12:02","Bioinformatics company","Internship",0,0,12000,0,0,0,"Male"
"3/21/2016 14:12:06","Intel Corporation","Application Developer",2,2,74000,6000,3000,15000,"Male"
"3/21/2016 14:12:15","sovrn holdings","software engineer",1,6,105000,0,0,0,"Male"
"3/21/2016 14:12:41","","GIS Database Administrator",6,0,65000,0,0,0,"Male"
"3/21/2016 14:12:50","","Database Analyst",4,4,50000,0,0,0,"Male"
"3/21/2016 14:12:54","","Backend Web Developer",1,5,45000,0,2000,0,"Male"
"3/21/2016 14:12:56","n/a","Software engineer (intermediate)",0,7,100000,0,0,0,"Male"
"3/21/2016 14:12:56","Small Agency","Web Developer",2,4,62000,0,0,0,"Male"
"3/21/2016 14:12:57","","Software Engineer",2,4,70000,0,1000,0,"Male"
"3/21/2016 14:13:01","Thomson Reuters","Senior Software Engineer",3,4,40000,0,0,0,"Male"
"3/21/2016 14:13:06","Vitelity Communications","Software Engineer",3,5,70000,0,0,0,"Male"
"3/21/2016 14:13:07","Midsized Company","Data Architect",1,1,74000,0,3000,5000,"Female"
"3/21/2016 14:13:12","Amazon","SDE I",1,1,95000,27000,0,15000,"Male"
"3/21/2016 14:13:15","","iOS Developer",5,3,95000,0,5000,0,"Male"
"3/21/2016 14:13:17","DigitalOcean","Ruby Engineer",1,10,130000,0,7000,15000,"Male"
"3/21/2016 14:13:22","Misc","Data Scientist",1,1,55000,0,2000,0,"Male"
"3/21/2016 14:13:24","Nvidia","Software Engineer IC2",2,2,115000,0,0,0,"Male"
"3/21/2016 14:13:25","","Manager Information Systems",6,9,175000,0,15000,20000,"Male"
"3/21/2016 14:13:27","","Director",2,21,240000,0,55000,0,"Male"
"3/21/2016 14:13:28","","Engineering Director",0,0,150000,0,0,0,""
"3/21/2016 14:13:36","TDispatch","Senior Developer",1,15,60000,0,0,1,"Male"
"3/21/2016 14:13:50","","Full-stack web developer",2,8,1200,0,0,0,"Male"
"3/21/2016 14:14:05","Photo hosting company","Engineer",3,13,150000,0,2000,0,"Male"
"3/21/2016 14:14:05","","SW Security Architect",6,6,170000,0,30000,250000,"Male"
"3/21/2016 14:14:06","","Programmer",3,13,205000,0,0,0,"Male"
"3/21/2016 14:14:18","","SDE 4",0,0,116300,0,11000,60000,"Male"
"3/21/2016 14:14:21","","Software Developer",1,3,71200,0,0,0,"Male"
"3/21/2016 14:14:22","","Software Engineer",1,0,42000,0,0,0,"Male"
"3/21/2016 14:14:22","IXL Learning","Sr. Software Engineer",3,4,125000,0,0,0,"Male"
"3/21/2016 14:14:24","MITRE","Lead Software Systems Engineer",6,10,111500,3500,0,0,"Male"
"3/21/2016 14:14:31","ibm","Senior Systems Analyst",10,16,94000,0,0,0,"Male"
"3/21/2016 14:14:33","Google","software engineer",15,25,108000,0,19000,52000,"Male"
"3/21/2016 14:14:40","6 person startup","Software Engineer",0,2,105000,5000,0,0,"Male"
"3/21/2016 14:14:45","Wovenware","Software Developer",25,3,45000,0,3000,0,"Male"
"3/21/2016 14:14:50","","Developer",0,0,62000,0,0,0,""
"3/21/2016 14:14:54","Google","SDE",0,0,110,5,15,45,"Male"
"3/21/2016 14:14:58","Self","Senior Front-end/Full-stack developer",0,8,135000,0,0,0,"Male"
"3/21/2016 14:15:10","","Cto",1,4,150000,0,0,75,"Male"
"3/21/2016 14:15:13","Expedia","Software Development Engineer II",3,3,105000,0,12000,0,"Male"
"3/21/2016 14:15:13","Microsoft","Support Escalation Engineer",3,10,60000,4000,5000,4000,"Male"
"3/21/2016 14:15:17","E commerce Company","Sr Engineer",4,12,135000,0,20000,0,"Male"
"3/21/2016 14:15:18","CGI","Senior Consultant",4,5,40000,0,800,3,"Male"
"3/21/2016 14:15:19","","Front End Engineering Instructor",0,4,117000,0,0,0,"Male"
"3/21/2016 14:15:20","ecommerce startup","Magento developer",15,6,37500,0,15,0,"Female"
"3/21/2016 14:15:21","State of California","Staff Programmer",3,4,65000,0,0,0,"Male"
"3/21/2016 14:15:22","Startup","Senior Software Engineer",4,15,85000,0,0,0,"Male"
"3/21/2016 14:15:22","Dish","Software Engineer",1,1,70000,0,0,0,"Male"
"3/21/2016 14:15:27","Uppsala University","Post-doc",6,6,51000,0,0,0,"Male"
"3/21/2016 14:15:30","","Data Scientist",2,2,62000,3000,10,0,"Male"
"3/21/2016 14:15:36","","Senior Drupal developer",6,7,16000,0,0,0,"Male"
"3/21/2016 14:15:44","","Software Engineer",0,3,103000,0,0,0,"Male"
"3/21/2016 14:15:42","","Senior Software Developer",2,9,115000,0,0,0,"Male"
"3/21/2016 14:15:55","","Senior Software Developer",4,15,80000,0,7600,0,"Male"
"3/21/2016 14:16:04","","Lead Product Designer",4,7,120000,0,0,0,""
"3/21/2016 14:16:16","Rentpath","Sr Software Engineer",4,5,108000,0,0,0,"Male"
"3/21/2016 14:16:20","Google","Developer Programs Engineer",0,0,114000,0,0,0,"Male"
"3/21/2016 14:16:22","The Motley Fool","Systems Administrator",2,5,85000,0,0,0,"Male"
"3/21/2016 14:16:22","UT Dallas","Programmer III",25,4,67500,0,0,0,"Male"
"3/21/2016 14:16:24","Teradata Corp","Software Engineer",3,6,78000,0,300,0,"Male"
"3/21/2016 14:16:28","","Senior Software Engineer",1,7,160000,0,0,10000,"Male"
"3/21/2016 14:16:36","","Systems engineer",2,2,100000,5000,0,138000,"Male"
"3/21/2016 14:16:39","Datis HR Cloud","Software Developer",0,15,115000,5000,2500,0,"Male"
"3/21/2016 14:16:39","Reddit","Software Engineer",1,15,150000,0,0,0,"Male"
"3/21/2016 14:16:45","","Director of Innovation",1,3,125000,0,30000,0,"Male"
"3/21/2016 14:16:48","Radius","Software Engineer",2,5,135000,0,0,30000,"Male"
"3/21/2016 14:16:49","Lever","IT Administrator",1,10,75000,5000,0,0,"Female"
"3/21/2016 14:16:52","Microsoft","Software Engineer",7,7,144000,0,20000,10000,"Male"
"3/21/2016 14:16:58","IBM","Software Engineer",1,1,101000,10000,0,0,"Male"
"3/21/2016 14:17:02","Washington Post","Full Stack Developer",0,0,80000,5000,0,0,"Male"
"3/21/2016 14:17:09","Big corp, via middleman agency","Front-end engineer",3,5,42000,1000,0,0,"Male"
"3/21/2016 14:17:18","Springfield Power Company","Nuclear Safety Inspector",30,30,2439580,0,0,0,"Male"
"3/21/2016 14:17:25","Small Agency","Front-end Developer",25,5,29000,0,0,0,"Male"
"3/21/2016 14:17:27","Groupon","Production Engineer",25,7,125000,10000,0,500,"Male"
"3/21/2016 14:17:27","","Software Engineer",2,10,92000,2000,500,2400,"Male"
"3/21/2016 14:17:41","","Senior Software Engineer",1,12,135000,0,0,0,"Male"
"3/21/2016 14:17:42","","Senior Python Developer",1,9,66000250000,2500,10,0,"Male"
"3/21/2016 14:17:49","","Consultant",1,5,560000,0,5000,0,"Male"
"3/21/2016 14:17:59","SSU","Web Developer",1,5,550000,0,0,0,"Male"
"3/21/2016 14:18:18","inContact","Senior Software Engineer",4,7,95000,0,8000,0,"Male"
"3/21/2016 14:18:31","Small consulting firm","Software Developer",5,5,70000,5000,0,0,"Male"
"3/21/2016 14:18:34","","Software Architect",2,7,81000,0,6000,0,"Male"
"3/21/2016 14:18:34","","SR. Software Consultant",4,11,115000,0,0,0,"Male"
"3/21/2016 14:18:36","","Senior Software Engineer",6,8,103000,0,5000,0,"Male"
"3/21/2016 14:18:40","Accenture","Analyst",2,2,72000,5000,5000,1000,"Male"
"3/21/2016 14:18:41","N/A","Junior Web Developer",1,4,27000,0,0,0,"Male"
"3/21/2016 14:18:44","","Senior Developer",2,7,112000,0,0,0,"Male"
"3/21/2016 14:19:32","","Software Engineer",1,3,50000,0,0,0,""
"3/21/2016 14:19:00","client in HR","Developer",1,1,25000,0,0,0,"Male"
"3/21/2016 14:19:08","School of Visual Arts","Systems Administration",3,15,45000,0,0,0,"na"
"3/21/2016 14:19:17","","Software Engineer",1,3,110000,0,0,0,"Male"
"3/21/2016 14:19:20","ONERA","PhD Candidate",4,5,32000,0,0,0,"Male"
"3/21/2016 14:19:21","Amazon.com","Technical Program Manager",0,10,130000,37000,0,20000,"Male"
"3/21/2016 14:19:22","","Development Manager",4,8,130000,0,0,0,"Male"
"3/21/2016 14:19:33","","Junior Software Developer",1,1,70000,0,0,0,"Male"
"3/21/2016 14:19:33","Think Big","Senior Data Engineer",4,5,145000,0,15000,8000,"Male"
"3/21/2016 14:19:33","","Software Engineer",1,1,91000,0,0,2,"Male"
"3/21/2016 14:19:33","Microsoft","Software Engineer II",7,7,128000,30000,10000,8000,"Male"
"3/21/2016 14:22:53","University (Private)","Creative Director + Designer/Developer",4,12,100000,0,0,0,"Male"
"3/21/2016 14:19:43","","DevOps Engineer",0,11,120000,0,0,0,"Male"
"3/21/2016 14:19:43","","Software Developer",1,2,35000,0,0,0,"Male"
"3/21/2016 14:19:56","Dropbox","Online Marketing",1,5,110000,25000,0,40000,"Male"
"3/21/2016 14:20:02","PricewaterhouseCoopers","Senior Software Engineer",1,5,97000,0,2000,0,"Male"
"3/21/2016 14:20:05","","Backend Developer",2,4,56000,0,6000,0,"Male"
"3/21/2016 14:20:06","Apple","Software Engineer",2,2,118000,20000,10000,100000,"Male"
"3/21/2016 14:20:09","","Applications Architect",2,8,84000,0,0,0,"Male"
"3/21/2016 14:20:10","","Senior Designer, UX",15,5,113000,0,0,0,"Female"
"3/21/2016 14:20:10","I","NOT",0,0,0,0,0,0,"THAT"
"3/21/2016 14:20:10","Gest","CEO",1,1,36000,0,0,0,"Male"
"3/21/2016 14:20:16","Microsoft","Software engineer I",1,1,105000,15000,10000,17500,"Male"
"3/21/2016 14:20:18","KBC","Data scientist",2,5,69000,0,5000,0,"Male"
"3/21/2016 14:20:24","eBay","MTS",1,6,195000,10000,20000,150000,"Male"
"3/21/2016 14:20:32","Rackspace","Software Developer V",0,20,165000,0,15,0,"Male"
"3/21/2016 14:20:40","","Member of Technical Staff",0,0,110000,0,0,0,"Male"
"3/21/2016 14:20:49","","Unity Developer",0,4,25000,0,0,0,"Male"
"3/21/2016 14:20:55","","Research scientist",2,6,91000,0,0,0,"Male"
"3/21/2016 14:21:00","Startup (15-20 people)","Senior Software Engineer",5,6,150000,0,0,0,"Male"
"3/21/2016 14:21:13","Epic Systems","Software Developer",9,9,95000,10000,0,0,"Male"
"3/21/2016 14:21:28","","no",0,0,0,0,0,0,""
"3/21/2016 14:21:29","","Lead Software Developer",1,8,80000,0,8000,0,"Male"
"3/21/2016 14:21:31","","Software Developer",1,5,86000,0,0,0,"Male"
"3/21/2016 14:21:33","IBM","Graduate Software Developer",15,25,44000,0,0,0,"Male"
"3/21/2016 14:21:43","Facebook","Software Engineer",1,1,135000,50000,30000,30000,"Male"
"3/21/2016 14:21:55","Advertising","Lead Backend Developer",1,5,42000,0,2000,0,"Male"
"3/21/2016 14:21:57","BAH","Senior Software Engineer",1,15,101000,0,0,0,"Male"
"3/21/2016 14:22:00","","Support",15,15,22500,0,0,0,"Male"
"3/21/2016 14:22:03","Freelance","Front-End Developer",1,1,75000,0,0,0,"Female"
"3/21/2016 14:22:03","Microsoft","Service Engineer",1,3,105000,5000,0,0,"Male"
"3/21/2016 14:22:08","","Python Integrations Engineer",1,6,107000,0,0,0,"Male"
"3/21/2016 14:22:08","","Director of Business Development",1,6,140000,0,0,100000,"Male"
"3/21/2016 14:22:08","HCL America","System Administrator",2,10,55000,0,0,0,"Female"
"3/21/2016 14:22:09","","Ggt",0,0,0,0,0,0,""
"3/21/2016 14:22:09","FCSA","Software Engineer - Consultant",1,12,150000,0,0,0,"Male"
"3/21/2016 14:22:16","LC Holdings, LTD","Software Developer",12,15,130000,0,0,0,"Male"
"3/21/2016 14:22:20","","Solution Principal",2,11,156000,0,20000,0,"Male"
"3/21/2016 14:22:21","","Senior Front end Dev",1,5,105000,0,0,0,"Male"
"3/21/2016 14:22:39","","Web developer",2,3,700000,0,0,0,"Male"
"3/21/2016 14:22:40","Life Time Fitness","Software Engineer",1,5,75000,0,0,0,"Male"
"3/21/2016 14:22:45","Ergon Energy","Senior Telecommunications Specialist",1,10,1250000,0,0,0,"Male"
"3/21/2016 14:22:45","Nav Canada","Software Developer",1,5,83000,0,0,0,"Male"
"3/21/2016 14:22:47","","Frontend Web Developer",0,0,48100,0,0,0,""
"3/21/2016 14:22:49","Billups","Director of Product Management",1,15,135000,0,0,0,"Male"
"3/21/2016 14:22:51","","Senior Software Engineer",1,9,130000,0,15000,0,"Male"
"3/21/2016 14:22:55","","Senior Software Engineer",5,12,102000,0,2500,0,"Male"
"3/21/2016 14:23:00","","Programmer",1,1,61000,0,21000,0,"Male"
"3/21/2016 14:23:09","","Analyst",0,0,86000,0,0,0,"Male"
"3/21/2016 14:23:18","Zenefits","Jr Software Engineer",0,0,110,0,0,0,"Male"
"3/21/2016 14:23:20","","GIS Applications Developer",3,5,70000,0,0,0,"Male"
"3/21/2016 14:23:26","","Web Developer",25,3,85000,5000,0,0,"Male"
"3/21/2016 14:23:32","","Software Engineer",1,1,66000,0,0,0,"Male"
"3/21/2016 14:23:43","Reply SPA","Consultant",0,0,45000,0,0,0,"Male"
"3/21/2016 14:23:45","","Group Product Manager",0,0,160000,0,0,0,"Male"
"3/21/2016 14:23:51","BitDefender SRL","Software Engineer",2,2,21500,0,0,0,"Male"
"3/21/2016 14:23:51","","Android Developer",25,10,48000,0,15000,0,"Male"
"3/21/2016 14:23:52","","Optimization and Analytics Engineer",0,0,77000,0,0,0,"Bear"
"3/21/2016 14:24:05","Segment","Operations",1,2,105000,0,0,5000,"Male"
"3/21/2016 14:24:06","","Software Engineer",1,9,122500,5000,0,0,"Male"
"3/21/2016 14:24:19","","Senior DevOps Engineer",1,12,150000,0,0,0,"Male"
"3/21/2016 14:24:19","","Senior Ruby Developer",0,6,60000,0,0,0,"Male"
"3/21/2016 14:24:20","","Software Engineer",0,0,110000,0,6000,0,"Male"
"3/21/2016 14:24:21","","phd student",0,0,33000,0,0,0,""
"3/21/2016 14:24:24","","Software Developer",2,4,80000,0,0,0,"Male"
"3/21/2016 14:24:31","","Product Manager",2,4,120000,0,10000,0,"Male"
"3/21/2016 14:24:33","Private Internet Access","Media",7,20,36000,0,0,0,"Male"
"3/21/2016 14:24:44","","Web Developer",5,12,65000,0,0,0,"Male"
"3/21/2016 14:24:44","","Ad Ops Coordinator",1,1,55000,0,0,20000,"Male"
"3/21/2016 14:24:48","Buffer","Mobile Engineering Lead",2,6,103595,0,0,0,"Male"
"3/21/2016 14:24:48","","Software Developer",1,4,54000,0,0,0,"Female"
"3/21/2016 14:24:49","Amazon","SDE 1",15,3,115000,65000,3000,35253,"Male"
"3/21/2016 14:24:50","Innova Bilisim","Application development specialist",2,3,54000,0,4000,0,"Male"
"3/21/2016 14:24:54","Eastman Chemical Company","Accountant",2,2,62000,2500,0,0,"Male"
"3/21/2016 14:24:57","Deoitte","Consultant",1,1,70000,5000,0,0,"Male"
"3/21/2016 14:24:58","","Senior Software Engineer",0,15,160000,0,0,0,"Male"
"3/21/2016 14:25:01","CenturyLink","Software Engineer",1,3,80000,0,4000,0,"Male"
"3/21/2016 14:25:02","","staff engineer",3,12,183000,0,0,80000,"Male"
"3/21/2016 14:25:16","Self Employed","Full Stack Web Developer",2,8,120000,0,0,0,"Male"
"3/21/2016 14:25:22","","Developer",67,13,83000,0,0,0,"Male"
"3/21/2016 14:25:22","","Cto",4,5,20000,0,0,0,"Male"
"3/21/2016 14:25:30","Microsoft","Senior Software Engineer",4,4,147000,5000,26000,22000,"Male"
"3/21/2016 14:25:35","","Software engineer",1,4,145000,0,0,0,"Male"
"3/21/2016 14:25:37","","Web Developer",3,5,42000,0,800,0,"Male"
"3/21/2016 14:25:39","Edgecase","Web Developer",1,2,55000,0,0,0,"Male"
"3/21/2016 14:25:40","","Senior Software Engineer",1,3,150000,0,0,0,"Male"
"3/21/2016 14:25:45","Freelance","Software Security engineer",0,10,140000,0,20000,0,"Male"
"3/21/2016 14:25:52","","Dev team manager",9,12,122000,0,0,0,"Male"
"3/21/2016 14:25:57","General Electric","Sr Software Engineer",3,65,136000,0,13600,6000,"Male"
"3/21/2016 14:26:00","","Programmer",2,9,95000,0,0,0,"Male"
"3/21/2016 14:26:07","","Principal Software Developer",0,0,122000,0,0,0,""
"3/21/2016 14:26:13","","Senior Software Engineer",15,7,162500,0,0,0,"Male"
"3/21/2016 14:26:28","","Systems integration engineer",1,3,40000,0,6000,0,"Male"
"3/21/2016 14:26:33","","Software Developer",0,0,30000,0,12000,0,"Male"
"3/21/2016 14:26:33","Rackspace","Software Engineer",0,5,135000,0,15,0,"Male"
"3/21/2016 14:26:33","","Software Developer",0,0,30000,0,12000,0,"Male"
"3/21/2016 14:26:37","TransferWise","Software Engineer",1,25,45000,0,0,0,"Male"
"3/21/2016 14:26:49","Thermo Fisher Scientific","Software Engineer II",2,3,84000,5000,4000,0,"Male"
"3/21/2016 14:26:58","","Devops",1,8,135000,0,6750,15000,"Male"
"3/21/2016 14:26:59","Protolabs","Analyst",1,3,45000,0,1500,5,"Male"
"3/21/2016 14:27:04","","Developer",6,8,65000,0,1000,0,"Male"
"3/21/2016 14:27:07","University of Illinois","Communications Specialist",3,6,58000,0,0,0,"Male"
"3/21/2016 14:27:08","","CISO",4,10,62000,0,40000,0,"Male"
"3/21/2016 14:27:13","Web Dev","Front End Developer",1,1,15,0,0,0,"Male"
"3/21/2016 14:27:13","","Graduate Student",0,0,30000,0,0,0,"Male"
"3/21/2016 14:27:16","","Software Engineer",2,2,65000,0,5000,0,"Male"
"3/21/2016 14:27:23","","Senior Software Engineer",1,10,165000,15000,10000,0,"Male"
"3/21/2016 14:27:30","Google","Web Solutions Engineer",1,10,120000,0,18000,28000,""
"3/21/2016 14:27:39","","web developer",3,10,36000,0,0,0,"Male"
"3/21/2016 14:27:48","Orbitz","Software Engineer",3,6,780000,0,3500,0,"Male"
"3/21/2016 14:27:50","","Developer",1,6,112000,0,3000,10000,"Male"
"3/21/2016 14:27:52","PayPal","Software Engineer",1,1,80000,10000,10,2500,"Male"
"3/21/2016 14:27:55","-","DevOps Engineer",2,12,128000,0,4000,0,"Male"
"3/21/2016 14:28:02","Undisclosed","Sr. Support Engineer",4,15,97000,0,0,50000,"Male"
"3/21/2016 14:28:03","Mozilla","Engineering Manager",6,15,132000,0,3552,0,"Male"
"3/21/2016 14:28:05","Indiana University","IT Systems Specialist",1,10,85000,0,0,0,"Male"
"3/21/2016 14:35:46","BitDefender SRL","Software Engineer",10,10,100000,20000,10000,0,"Male"
"3/21/2016 14:28:17","","Senior Software Engineer",3,5,160000,0,16000,0,"Male"
"3/21/2016 14:28:23","","Software Engineer",15,2,75000,0,15000,0,"Male"
"3/21/2016 14:28:23","","Software Engineer",0,2,90000,0,10,0,"Female"
"3/21/2016 14:28:25","","Lead",0,10,100,35,50,0,"Male"
"3/21/2016 14:28:31","Startup","UI lead",2,10,105000,0,0,0,"Male"
"3/21/2016 14:28:31","","Jnr Software Developer",1,1,20500,0,0,0,"Male"
"3/21/2016 14:28:36","","Dev Ops Engineer",4,0,50000,0,0,0,"Male"
"3/21/2016 14:28:45","Uber Technologies","Software Engineer",1,4,140000,0,50000,200000,"Male"
"3/21/2016 14:28:50","","Engineering Manager",6,6,110000,0,0,0,"Male"
"3/21/2016 14:28:54","","Senior Developer",1,9,80000,0,0,0,"Male"
"3/21/2016 14:28:54","IBM","Staff Software Engineer",4,4,88800,0,1000,0,"Male"
"3/21/2016 14:29:05","amazon","Software Engineer",2,8,140000,0,0,0,"Male"
"3/21/2016 14:29:12","","Software Engineer",3,7,75000,0,4000,0,"Male"
"3/21/2016 14:29:16","","Junior Software Engineer",1,1,62200,0,0,0,"Male"
"3/21/2016 14:29:19","","iOS Engineer",4,6,145000,0,0,70000,"Male"
"3/21/2016 14:29:24","InterviewJet","Head of Talent",1,2,50000,0,0,0,"Male"
"3/21/2016 14:29:27","Philips","Software Engineer",3,6,55000,6000,0,0,"Male"
"3/21/2016 14:29:27","","Developer",1,3,67000,0,0,0,"Male"
"3/21/2016 14:29:49","","UI/UX Developer",0,0,71000,0,0,0,"Male"
"3/21/2016 14:29:59","","Front-end developer",0,7,105000,0,0,0,"Male"
"3/21/2016 14:30:05","Intuit","Software Engineer",2,3,95000,5000,5000,0,"Male"
"3/21/2016 14:30:12","SoftVision","Full-stack developer",5,5,42000,3000,0,0,"Male"
"3/21/2016 14:30:23","","Lead Software Developer",3,30,116000,0,15,0,"Male"
"3/21/2016 14:30:28","","Lead iOS Engineer",1,5,140000,0,0,0,"Male"
"3/21/2016 14:30:34","Ericsson","Software Developer",10,10,28000,0,1500,0,"Male"
"3/21/2016 14:30:37","","Software Engineer",5,9,120000,0,1000,0,"Male"
"3/21/2016 14:30:42","Apple","Firmware Engineer",4,5,120000,10000,10000,35000,"Male"
"3/21/2016 14:30:42","Metova","Android Developer",25,7,85000,0,0,0,"Male"
"3/21/2016 14:30:57","","CTO",1,4,42000,0,0,0,"Male"
"3/21/2016 14:32:34","Amazon","SDE2",3,8,140000,40000,0,100000,"Male"
"3/21/2016 14:31:07","","Big Data Engineer",0,4,95000,0,0,0,"Male"
"3/21/2016 14:31:12","","Software Engineer",5,3,75000,0,0,0,"Male"
"3/21/2016 14:31:18","","Head of Software Engineering",1,9,140000,0,0,0,"Male"
"3/21/2016 14:31:28","HP","Lead iOS Engineer",25,5,84000,0,1000,0,"Male"
"3/21/2016 14:31:29","","Senior Software Engineer",5,5,105000,0,10000,0,"Male"
"3/21/2016 14:31:29","University of California","Graduate Student",4,6,32500,0,0,0,"Male"
"3/21/2016 14:31:38","PatientSky","Software developer",1,6,80000,0,0,0,"Male"
"3/21/2016 14:31:41","","Engineer",1,4,130000,0,0,0,"Male"
"3/21/2016 14:31:43","microsoft","software engineer",15,4,104000,20000,10000,15000,"Female"
"3/21/2016 14:31:52","","Software Engineer",0,0,156000,0,0,0,"Male"
"3/21/2016 14:31:58","","Programmer Analyst I",3,3,52000,0,0,0,"Male"
"3/21/2016 14:31:58","Toyota","Senior Javascript Engineer",1,9,124000,0,5000,0,"Male"
"3/21/2016 14:32:00","aaaa","asdasdd",12,12,123123,12,12,123,"Male"
"3/21/2016 14:32:00","","Software Engineer (Backend)",3,3,420000,0,0,50,"Male"
"3/21/2016 14:32:00","George Mason University","Assistant Professor",4,4,102000,0,20400,0,"Male"
"3/21/2016 14:32:01","","Analytics Manager",2,4,85000,0,0,0,"Female"
"3/21/2016 14:32:22","","System Engineer",1,4,91000,0,0,0,"Male"
"3/21/2016 14:32:24","Crytek","Web Developer",1,8,50000,0,0,0,"Male"
"3/21/2016 14:32:47","","Full Stack Developer",1,5,35000,0,0,0,"Male"
"3/21/2016 14:32:54","","Software Engineer",1,3,115000,15000,0,0,"Male"
"3/21/2016 14:33:01","Placed Inc","Big Data Engineer",0,1,68500,0,0,110,"Male"
"3/21/2016 14:33:22","BiSITE Research Group","Intern Software Engineer",0,4,5160,0,0,0,"Male"
"3/21/2016 14:33:22","","Software Architect",2,12,125000,0,500010000,0,"Male"
"3/21/2016 14:33:29","","PHP Developer",2,15,48500,0,2800,0,"Male"
"3/21/2016 14:33:38","","Software Engineer",6,10,54000,0,2000,0,"Female"
"3/21/2016 14:33:44","Qualcomm","Senior Engineer",4,4,120000,20000,5000,10000,"Male"
"3/21/2016 14:33:44","A Law Firm","Web Developer",1,2,75000,0,5000,0,"Male"
"3/21/2016 14:33:52","Apple","Analyst",2,5,105000,0,0,0,"Male"
"3/21/2016 14:34:07","","Software Engineer",1,6,140000,0,0,14000,"Male"
"3/21/2016 14:34:18","","Student",0,0,0,0,0,0,"Male"
"3/21/2016 14:34:22","","Solutions Consultant",1,2,51000,0,2700,0,"Male"
"3/21/2016 14:34:25","Penn Medicine","Senior Software Developer",2,5,90000,0,0,0,"Male"
"3/21/2016 14:34:38","","Software Developer",0,4,120000,0,20000,12000,"Male"
"3/21/2016 14:34:38","","A",0,0,0,0,0,0,""
"3/21/2016 14:34:53","BitDefender SRL","Software Engineer",3,3,30000,0,1000,0,"Female"
"3/21/2016 14:34:56","Boeing","Astrodynamics Engineer/Programmer",12,12,108000,0,4150,0,"Male"
"3/21/2016 14:35:02","Akamai","Software Engineer",2,2,75000,0,0,0,"Female"
"3/21/2016 14:35:10","bloomberg","software engineer",2,8,150000,0,20000,0,"Male"
"3/21/2016 14:35:11","Elisa","Senior Software Engineer",11,13,48000,0,1000,0,"Male"
"3/21/2016 14:35:11","AGL Energy","Analyst",1,3,90000,0,10000,1000,"Male"
